name,move,level_learned_at,power,damage_class,type
starmie,psybeam,1.0,65.0,special,psychic
mr-mime,psybeam,36.0,65.0,special,psychic
mew,psybeam,0.0,65.0,special,psychic
squirtle,bubble-beam,0.0,65.0,special,water
rattata,bubble-beam,0.0,65.0,special,water
meowth,bubble-beam,0.0,65.0,special,water
psyduck,bubble-beam,0.0,65.0,special,water
poliwag,bubble-beam,0.0,65.0,special,water
tentacool,bubble-beam,0.0,65.0,special,water
wartortle,bubble-beam,0.0,65.0,special,water
blastoise,bubble-beam,0.0,65.0,special,water
raticate,bubble-beam,0.0,65.0,special,water
nidorina,bubble-beam,0.0,65.0,special,water
nidoqueen,bubble-beam,0.0,65.0,special,water
nidorino,bubble-beam,0.0,65.0,special,water
nidoking,bubble-beam,0.0,65.0,special,water
clefairy,bubble-beam,0.0,65.0,special,water
clefable,bubble-beam,0.0,65.0,special,water
jigglypuff,bubble-beam,0.0,65.0,special,water
wigglytuff,bubble-beam,0.0,65.0,special,water
persian,bubble-beam,0.0,65.0,special,water
golduck,bubble-beam,0.0,65.0,special,water
poliwhirl,bubble-beam,0.0,65.0,special,water
poliwrath,bubble-beam,0.0,65.0,special,water
tentacruel,bubble-beam,0.0,65.0,special,water
slowpoke,bubble-beam,0.0,65.0,special,water
seel,bubble-beam,0.0,65.0,special,water
shellder,bubble-beam,0.0,65.0,special,water
krabby,bubble-beam,0.0,65.0,special,water
cubone,bubble-beam,0.0,65.0,special,water
lickitung,bubble-beam,0.0,65.0,special,water
kangaskhan,bubble-beam,0.0,65.0,special,water
horsea,bubble-beam,0.0,65.0,special,water
goldeen,bubble-beam,0.0,65.0,special,water
staryu,bubble-beam,0.0,65.0,special,water
lapras,bubble-beam,0.0,65.0,special,water
omanyte,bubble-beam,0.0,65.0,special,water
kabuto,bubble-beam,0.0,65.0,special,water
articuno,bubble-beam,0.0,65.0,special,water
dratini,bubble-beam,0.0,65.0,special,water
mewtwo,bubble-beam,0.0,65.0,special,water
slowbro,bubble-beam,0.0,65.0,special,water
dewgong,bubble-beam,0.0,65.0,special,water
cloyster,bubble-beam,0.0,65.0,special,water
kingler,bubble-beam,0.0,65.0,special,water
marowak,bubble-beam,0.0,65.0,special,water
rhydon,bubble-beam,0.0,65.0,special,water
chansey,bubble-beam,0.0,65.0,special,water
seadra,bubble-beam,0.0,65.0,special,water
seaking,bubble-beam,0.0,65.0,special,water
starmie,bubble-beam,0.0,65.0,special,water
jynx,bubble-beam,0.0,65.0,special,water
gyarados,bubble-beam,0.0,65.0,special,water
vaporeon,bubble-beam,0.0,65.0,special,water
omastar,bubble-beam,0.0,65.0,special,water
kabutops,bubble-beam,0.0,65.0,special,water
snorlax,bubble-beam,0.0,65.0,special,water
dragonair,bubble-beam,0.0,65.0,special,water
dragonite,bubble-beam,0.0,65.0,special,water
mew,bubble-beam,0.0,65.0,special,water
tentacool,aurora-beam,0.0,65.0,special,ice
tentacruel,aurora-beam,0.0,65.0,special,ice
seel,aurora-beam,35.0,65.0,special,ice
shellder,aurora-beam,30.0,65.0,special,ice
horsea,aurora-beam,0.0,65.0,special,ice
staryu,aurora-beam,0.0,65.0,special,ice
lapras,aurora-beam,0.0,65.0,special,ice
omanyte,aurora-beam,0.0,65.0,special,ice
kabuto,aurora-beam,0.0,65.0,special,ice
dewgong,aurora-beam,1.0,65.0,special,ice
cloyster,aurora-beam,1.0,65.0,special,ice
seadra,aurora-beam,0.0,65.0,special,ice
vaporeon,aurora-beam,36.0,65.0,special,ice
venusaur,hyper-beam,0.0,150.0,special,normal
charizard,hyper-beam,0.0,150.0,special,normal
blastoise,hyper-beam,0.0,150.0,special,normal
butterfree,hyper-beam,0.0,150.0,special,normal
beedrill,hyper-beam,0.0,150.0,special,normal
pidgeot,hyper-beam,0.0,150.0,special,normal
raticate,hyper-beam,0.0,150.0,special,normal
fearow,hyper-beam,0.0,150.0,special,normal
arbok,hyper-beam,0.0,150.0,special,normal
raichu,hyper-beam,0.0,150.0,special,normal
sandslash,hyper-beam,0.0,150.0,special,normal
nidoqueen,hyper-beam,0.0,150.0,special,normal
nidoking,hyper-beam,0.0,150.0,special,normal
clefable,hyper-beam,0.0,150.0,special,normal
ninetales,hyper-beam,0.0,150.0,special,normal
wigglytuff,hyper-beam,0.0,150.0,special,normal
golbat,hyper-beam,0.0,150.0,special,normal
vileplume,hyper-beam,0.0,150.0,special,normal
parasect,hyper-beam,0.0,150.0,special,normal
venomoth,hyper-beam,0.0,150.0,special,normal
dugtrio,hyper-beam,0.0,150.0,special,normal
persian,hyper-beam,0.0,150.0,special,normal
golduck,hyper-beam,0.0,150.0,special,normal
primeape,hyper-beam,0.0,150.0,special,normal
arcanine,hyper-beam,0.0,150.0,special,normal
poliwrath,hyper-beam,0.0,150.0,special,normal
alakazam,hyper-beam,0.0,150.0,special,normal
machamp,hyper-beam,0.0,150.0,special,normal
victreebel,hyper-beam,0.0,150.0,special,normal
tentacruel,hyper-beam,0.0,150.0,special,normal
lickitung,hyper-beam,0.0,150.0,special,normal
tangela,hyper-beam,0.0,150.0,special,normal
kangaskhan,hyper-beam,0.0,150.0,special,normal
scyther,hyper-beam,0.0,150.0,special,normal
pinsir,hyper-beam,0.0,150.0,special,normal
tauros,hyper-beam,0.0,150.0,special,normal
lapras,hyper-beam,0.0,150.0,special,normal
porygon,hyper-beam,0.0,150.0,special,normal
aerodactyl,hyper-beam,54.0,150.0,special,normal
articuno,hyper-beam,0.0,150.0,special,normal
zapdos,hyper-beam,0.0,150.0,special,normal
moltres,hyper-beam,0.0,150.0,special,normal
dratini,hyper-beam,50.0,150.0,special,normal
mewtwo,hyper-beam,0.0,150.0,special,normal
rapidash,hyper-beam,0.0,150.0,special,normal
slowbro,hyper-beam,0.0,150.0,special,normal
magneton,hyper-beam,0.0,150.0,special,normal
dodrio,hyper-beam,0.0,150.0,special,normal
dewgong,hyper-beam,0.0,150.0,special,normal
muk,hyper-beam,0.0,150.0,special,normal
cloyster,hyper-beam,0.0,150.0,special,normal
gengar,hyper-beam,0.0,150.0,special,normal
hypno,hyper-beam,0.0,150.0,special,normal
kingler,hyper-beam,0.0,150.0,special,normal
electrode,hyper-beam,0.0,150.0,special,normal
exeggutor,hyper-beam,0.0,150.0,special,normal
marowak,hyper-beam,0.0,150.0,special,normal
weezing,hyper-beam,0.0,150.0,special,normal
rhydon,hyper-beam,0.0,150.0,special,normal
chansey,hyper-beam,0.0,150.0,special,normal
seadra,hyper-beam,0.0,150.0,special,normal
seaking,hyper-beam,0.0,150.0,special,normal
starmie,hyper-beam,0.0,150.0,special,normal
mr-mime,hyper-beam,0.0,150.0,special,normal
jynx,hyper-beam,0.0,150.0,special,normal
electabuzz,hyper-beam,0.0,150.0,special,normal
magmar,hyper-beam,0.0,150.0,special,normal
gyarados,hyper-beam,52.0,150.0,special,normal
vaporeon,hyper-beam,0.0,150.0,special,normal
jolteon,hyper-beam,0.0,150.0,special,normal
flareon,hyper-beam,0.0,150.0,special,normal
omastar,hyper-beam,0.0,150.0,special,normal
kabutops,hyper-beam,0.0,150.0,special,normal
snorlax,hyper-beam,56.0,150.0,special,normal
dragonair,hyper-beam,55.0,150.0,special,normal
dragonite,hyper-beam,60.0,150.0,special,normal
mew,hyper-beam,0.0,150.0,special,normal
golem,hyper-beam,0.0,150.0,special,normal
spearow,peck,1.0,35.0,physical,flying
nidoran-m,peck,1.0,35.0,physical,flying
beedrill,peck,1.0,35.0,physical,flying
fearow,peck,1.0,35.0,physical,flying
nidorino,peck,1.0,35.0,physical,flying
nidoking,peck,1.0,35.0,physical,flying
farfetchd,peck,1.0,35.0,physical,flying
doduo,peck,1.0,35.0,physical,flying
seel,peck,0.0,35.0,physical,flying
goldeen,peck,1.0,35.0,physical,flying
articuno,peck,1.0,35.0,physical,flying
zapdos,peck,1.0,35.0,physical,flying
moltres,peck,1.0,35.0,physical,flying
dodrio,peck,1.0,35.0,physical,flying
seaking,peck,1.0,35.0,physical,flying
spearow,drill-peck,29.0,80.0,physical,flying
fearow,drill-peck,34.0,80.0,physical,flying
doduo,drill-peck,30.0,80.0,physical,flying
zapdos,drill-peck,1.0,80.0,physical,flying
dodrio,drill-peck,30.0,80.0,physical,flying
charmander,submission,0.0,80.0,physical,fighting
squirtle,submission,0.0,80.0,physical,fighting
sandshrew,submission,0.0,80.0,physical,fighting
psyduck,submission,0.0,80.0,physical,fighting
mankey,submission,0.0,80.0,physical,fighting
abra,submission,0.0,80.0,physical,fighting
machop,submission,46.0,80.0,physical,fighting
geodude,submission,0.0,80.0,physical,fighting
charmeleon,submission,0.0,80.0,physical,fighting
charizard,submission,0.0,80.0,physical,fighting
wartortle,submission,0.0,80.0,physical,fighting
blastoise,submission,0.0,80.0,physical,fighting
pikachu,submission,0.0,80.0,physical,fighting
raichu,submission,0.0,80.0,physical,fighting
sandslash,submission,0.0,80.0,physical,fighting
nidoqueen,submission,0.0,80.0,physical,fighting
nidoking,submission,0.0,80.0,physical,fighting
clefairy,submission,0.0,80.0,physical,fighting
clefable,submission,0.0,80.0,physical,fighting
jigglypuff,submission,0.0,80.0,physical,fighting
wigglytuff,submission,0.0,80.0,physical,fighting
golduck,submission,0.0,80.0,physical,fighting
primeape,submission,0.0,80.0,physical,fighting
poliwhirl,submission,0.0,80.0,physical,fighting
poliwrath,submission,0.0,80.0,physical,fighting
kadabra,submission,0.0,80.0,physical,fighting
alakazam,submission,0.0,80.0,physical,fighting
machoke,submission,52.0,80.0,physical,fighting
machamp,submission,52.0,80.0,physical,fighting
graveler,submission,0.0,80.0,physical,fighting
drowzee,submission,0.0,80.0,physical,fighting
cubone,submission,0.0,80.0,physical,fighting
lickitung,submission,0.0,80.0,physical,fighting
kangaskhan,submission,0.0,80.0,physical,fighting
pinsir,submission,0.0,80.0,physical,fighting
mewtwo,submission,0.0,80.0,physical,fighting
slowbro,submission,0.0,80.0,physical,fighting
gengar,submission,0.0,80.0,physical,fighting
hypno,submission,0.0,80.0,physical,fighting
marowak,submission,0.0,80.0,physical,fighting
hitmonlee,submission,0.0,80.0,physical,fighting
hitmonchan,submission,0.0,80.0,physical,fighting
rhydon,submission,0.0,80.0,physical,fighting
chansey,submission,0.0,80.0,physical,fighting
mr-mime,submission,0.0,80.0,physical,fighting
jynx,submission,0.0,80.0,physical,fighting
electabuzz,submission,0.0,80.0,physical,fighting
magmar,submission,0.0,80.0,physical,fighting
omastar,submission,0.0,80.0,physical,fighting
kabutops,submission,0.0,80.0,physical,fighting
snorlax,submission,0.0,80.0,physical,fighting
mew,submission,0.0,80.0,physical,fighting
golem,submission,0.0,80.0,physical,fighting
sandshrew,low-kick,0.0,,physical,fighting
psyduck,low-kick,0.0,,physical,fighting
mankey,low-kick,9.0,,physical,fighting
poliwag,low-kick,26.0,,physical,fighting
machop,low-kick,20.0,,physical,fighting
sandslash,low-kick,0.0,,physical,fighting
golduck,low-kick,0.0,,physical,fighting
primeape,low-kick,1.0,,physical,fighting
poliwhirl,low-kick,30.0,,physical,fighting
poliwrath,low-kick,0.0,,physical,fighting
machoke,low-kick,1.0,,physical,fighting
machamp,low-kick,1.0,,physical,fighting
ponyta,low-kick,0.0,,physical,fighting
doduo,low-kick,0.0,,physical,fighting
drowzee,low-kick,0.0,,physical,fighting
cubone,low-kick,0.0,,physical,fighting
kangaskhan,low-kick,0.0,,physical,fighting
mewtwo,low-kick,0.0,,physical,fighting
rapidash,low-kick,0.0,,physical,fighting
dodrio,low-kick,0.0,,physical,fighting
hypno,low-kick,0.0,,physical,fighting
exeggutor,low-kick,0.0,,physical,fighting
marowak,low-kick,0.0,,physical,fighting
hitmonlee,low-kick,0.0,,physical,fighting
hitmonchan,low-kick,0.0,,physical,fighting
electabuzz,low-kick,10.0,,physical,fighting
magmar,low-kick,0.0,,physical,fighting
kabutops,low-kick,0.0,,physical,fighting
dragonite,low-kick,0.0,,physical,fighting
mew,low-kick,0.0,,physical,fighting
charmander,counter,0.0,,physical,fighting
squirtle,counter,0.0,,physical,fighting
rattata,counter,0.0,,physical,fighting
sandshrew,counter,0.0,,physical,fighting
nidoran-f,counter,0.0,,physical,fighting
nidoran-m,counter,0.0,,physical,fighting
paras,counter,0.0,,physical,fighting
psyduck,counter,0.0,,physical,fighting
mankey,counter,0.0,,physical,fighting
abra,counter,0.0,,physical,fighting
machop,counter,0.0,,physical,fighting
geodude,counter,0.0,,physical,fighting
charmeleon,counter,0.0,,physical,fighting
charizard,counter,0.0,,physical,fighting
wartortle,counter,0.0,,physical,fighting
blastoise,counter,0.0,,physical,fighting
raticate,counter,0.0,,physical,fighting
pikachu,counter,0.0,,physical,fighting
raichu,counter,0.0,,physical,fighting
sandslash,counter,0.0,,physical,fighting
nidorina,counter,0.0,,physical,fighting
nidoqueen,counter,0.0,,physical,fighting
nidorino,counter,0.0,,physical,fighting
nidoking,counter,0.0,,physical,fighting
clefairy,counter,0.0,,physical,fighting
clefable,counter,0.0,,physical,fighting
jigglypuff,counter,0.0,,physical,fighting
wigglytuff,counter,0.0,,physical,fighting
parasect,counter,0.0,,physical,fighting
golduck,counter,0.0,,physical,fighting
primeape,counter,0.0,,physical,fighting
poliwhirl,counter,0.0,,physical,fighting
poliwrath,counter,0.0,,physical,fighting
kadabra,counter,0.0,,physical,fighting
alakazam,counter,0.0,,physical,fighting
machoke,counter,0.0,,physical,fighting
machamp,counter,0.0,,physical,fighting
graveler,counter,0.0,,physical,fighting
drowzee,counter,0.0,,physical,fighting
cubone,counter,0.0,,physical,fighting
lickitung,counter,0.0,,physical,fighting
rhyhorn,counter,0.0,,physical,fighting
kangaskhan,counter,0.0,,physical,fighting
scyther,counter,0.0,,physical,fighting
mewtwo,counter,0.0,,physical,fighting
slowbro,counter,0.0,,physical,fighting
gengar,counter,0.0,,physical,fighting
hypno,counter,0.0,,physical,fighting
marowak,counter,0.0,,physical,fighting
hitmonlee,counter,0.0,,physical,fighting
hitmonchan,counter,53.0,,physical,fighting
rhydon,counter,0.0,,physical,fighting
chansey,counter,0.0,,physical,fighting
mr-mime,counter,0.0,,physical,fighting
jynx,counter,0.0,,physical,fighting
electabuzz,counter,0.0,,physical,fighting
magmar,counter,0.0,,physical,fighting
snorlax,counter,0.0,,physical,fighting
mew,counter,0.0,,physical,fighting
golem,counter,0.0,,physical,fighting
charmander,seismic-toss,0.0,,physical,fighting
squirtle,seismic-toss,0.0,,physical,fighting
sandshrew,seismic-toss,0.0,,physical,fighting
psyduck,seismic-toss,0.0,,physical,fighting
mankey,seismic-toss,33.0,,physical,fighting
abra,seismic-toss,0.0,,physical,fighting
machop,seismic-toss,39.0,,physical,fighting
geodude,seismic-toss,0.0,,physical,fighting
charmeleon,seismic-toss,0.0,,physical,fighting
charizard,seismic-toss,0.0,,physical,fighting
wartortle,seismic-toss,0.0,,physical,fighting
blastoise,seismic-toss,0.0,,physical,fighting
pikachu,seismic-toss,0.0,,physical,fighting
raichu,seismic-toss,0.0,,physical,fighting
sandslash,seismic-toss,0.0,,physical,fighting
nidoqueen,seismic-toss,0.0,,physical,fighting
nidoking,seismic-toss,0.0,,physical,fighting
clefairy,seismic-toss,0.0,,physical,fighting
clefable,seismic-toss,0.0,,physical,fighting
jigglypuff,seismic-toss,0.0,,physical,fighting
wigglytuff,seismic-toss,0.0,,physical,fighting
golduck,seismic-toss,0.0,,physical,fighting
primeape,seismic-toss,37.0,,physical,fighting
poliwhirl,seismic-toss,0.0,,physical,fighting
poliwrath,seismic-toss,0.0,,physical,fighting
kadabra,seismic-toss,0.0,,physical,fighting
alakazam,seismic-toss,0.0,,physical,fighting
machoke,seismic-toss,44.0,,physical,fighting
machamp,seismic-toss,44.0,,physical,fighting
graveler,seismic-toss,0.0,,physical,fighting
drowzee,seismic-toss,0.0,,physical,fighting
cubone,seismic-toss,0.0,,physical,fighting
lickitung,seismic-toss,0.0,,physical,fighting
kangaskhan,seismic-toss,0.0,,physical,fighting
pinsir,seismic-toss,25.0,,physical,fighting
mewtwo,seismic-toss,0.0,,physical,fighting
slowbro,seismic-toss,0.0,,physical,fighting
gengar,seismic-toss,0.0,,physical,fighting
hypno,seismic-toss,0.0,,physical,fighting
marowak,seismic-toss,0.0,,physical,fighting
hitmonlee,seismic-toss,0.0,,physical,fighting
hitmonchan,seismic-toss,0.0,,physical,fighting
rhydon,seismic-toss,0.0,,physical,fighting
chansey,seismic-toss,0.0,,physical,fighting
mr-mime,seismic-toss,0.0,,physical,fighting
jynx,seismic-toss,0.0,,physical,fighting
electabuzz,seismic-toss,0.0,,physical,fighting
magmar,seismic-toss,0.0,,physical,fighting
omastar,seismic-toss,0.0,,physical,fighting
kabutops,seismic-toss,0.0,,physical,fighting
snorlax,seismic-toss,0.0,,physical,fighting
mew,seismic-toss,0.0,,physical,fighting
golem,seismic-toss,0.0,,physical,fighting
bulbasaur,strength,0.0,80.0,physical,normal
charmander,strength,0.0,80.0,physical,normal
squirtle,strength,0.0,80.0,physical,normal
ekans,strength,0.0,80.0,physical,normal
sandshrew,strength,0.0,80.0,physical,normal
nidoran-f,strength,0.0,80.0,physical,normal
nidoran-m,strength,0.0,80.0,physical,normal
psyduck,strength,0.0,80.0,physical,normal
mankey,strength,0.0,80.0,physical,normal
growlithe,strength,0.0,80.0,physical,normal
machop,strength,0.0,80.0,physical,normal
geodude,strength,0.0,80.0,physical,normal
venusaur,strength,0.0,80.0,physical,normal
charmeleon,strength,0.0,80.0,physical,normal
charizard,strength,0.0,80.0,physical,normal
wartortle,strength,0.0,80.0,physical,normal
blastoise,strength,0.0,80.0,physical,normal
raticate,strength,0.0,80.0,physical,normal
arbok,strength,0.0,80.0,physical,normal
pikachu,strength,0.0,80.0,physical,normal
raichu,strength,0.0,80.0,physical,normal
sandslash,strength,0.0,80.0,physical,normal
nidorina,strength,0.0,80.0,physical,normal
nidoqueen,strength,0.0,80.0,physical,normal
nidorino,strength,0.0,80.0,physical,normal
nidoking,strength,0.0,80.0,physical,normal
clefairy,strength,0.0,80.0,physical,normal
clefable,strength,0.0,80.0,physical,normal
jigglypuff,strength,0.0,80.0,physical,normal
wigglytuff,strength,0.0,80.0,physical,normal
golduck,strength,0.0,80.0,physical,normal
primeape,strength,0.0,80.0,physical,normal
arcanine,strength,0.0,80.0,physical,normal
poliwhirl,strength,0.0,80.0,physical,normal
poliwrath,strength,0.0,80.0,physical,normal
machoke,strength,0.0,80.0,physical,normal
machamp,strength,0.0,80.0,physical,normal
graveler,strength,0.0,80.0,physical,normal
ponyta,strength,0.0,80.0,physical,normal
slowpoke,strength,0.0,80.0,physical,normal
seel,strength,0.0,80.0,physical,normal
grimer,strength,0.0,80.0,physical,normal
onix,strength,0.0,80.0,physical,normal
krabby,strength,0.0,80.0,physical,normal
exeggcute,strength,0.0,80.0,physical,normal
cubone,strength,0.0,80.0,physical,normal
lickitung,strength,0.0,80.0,physical,normal
rhyhorn,strength,0.0,80.0,physical,normal
kangaskhan,strength,0.0,80.0,physical,normal
pinsir,strength,0.0,80.0,physical,normal
tauros,strength,0.0,80.0,physical,normal
lapras,strength,0.0,80.0,physical,normal
aerodactyl,strength,0.0,80.0,physical,normal
mewtwo,strength,0.0,80.0,physical,normal
rapidash,strength,0.0,80.0,physical,normal
slowbro,strength,0.0,80.0,physical,normal
dewgong,strength,0.0,80.0,physical,normal
muk,strength,0.0,80.0,physical,normal
gengar,strength,0.0,80.0,physical,normal
kingler,strength,0.0,80.0,physical,normal
exeggutor,strength,0.0,80.0,physical,normal
marowak,strength,0.0,80.0,physical,normal
hitmonlee,strength,0.0,80.0,physical,normal
hitmonchan,strength,0.0,80.0,physical,normal
rhydon,strength,0.0,80.0,physical,normal
chansey,strength,0.0,80.0,physical,normal
electabuzz,strength,0.0,80.0,physical,normal
magmar,strength,0.0,80.0,physical,normal
gyarados,strength,0.0,80.0,physical,normal
vaporeon,strength,0.0,80.0,physical,normal
jolteon,strength,0.0,80.0,physical,normal
flareon,strength,0.0,80.0,physical,normal
snorlax,strength,0.0,80.0,physical,normal
dragonite,strength,0.0,80.0,physical,normal
mew,strength,0.0,80.0,physical,normal
ivysaur,strength,0.0,80.0,physical,normal
golem,strength,0.0,80.0,physical,normal
zubat,absorb,1.0,20.0,special,grass
oddish,absorb,1.0,20.0,special,grass
paras,absorb,11.0,20.0,special,grass
golbat,absorb,1.0,20.0,special,grass
gloom,absorb,1.0,20.0,special,grass
vileplume,absorb,1.0,20.0,special,grass
parasect,absorb,1.0,20.0,special,grass
exeggcute,absorb,1.0,20.0,special,grass
tangela,absorb,29.0,20.0,special,grass
kabuto,absorb,34.0,20.0,special,grass
exeggutor,absorb,1.0,20.0,special,grass
kabutops,absorb,1.0,20.0,special,grass
bulbasaur,mega-drain,0.0,40.0,special,grass
ekans,mega-drain,0.0,40.0,special,grass
zubat,mega-drain,0.0,40.0,special,grass
oddish,mega-drain,0.0,40.0,special,grass
